Column Name,Data Type,Non-Null Count,Unique Values,Sample Values,Description
MTB US Equity,float64,9459,5658,"[8.239, 8.283, 8.327]",Description not provided. Please update as needed.
MTD US Equity,float64,7930,4422,"[14.875, 15.25, 15.0]",Description not provided. Please update as needed.
MTG US Equity,float64,9459,4294,"[15.0055, 15.0345, 15.0635]",Description not provided. Please update as needed.
MTLQQ US Equity,float64,6588,3622,"[20.9084, 21.4924, 21.8429]",Description not provided. Please update as needed.
MTW US Equity,float64,9459,4934,"[1.567, 1.5429, 1.555]",Description not provided. Please update as needed.
MU US Equity,float64,9459,3685,"[4.9547, 5.1277, 5.4737]",Description not provided. Please update as needed.
MUR US Equity,float64,9459,5614,"[4.5225, 4.4723, 4.4472]",Description not provided. Please update as needed.
MWI US Equity,float64,4026,1253,"[13.977, 13.799, 13.6209]",Description not provided. Please update as needed.
MWV US Equity,float64,4985,3058,"[17.2715, 17.4773, 17.369]",Description not provided. Please update as needed.
MWW US Equity,float64,7591,3185,"[6.5587, 6.4415, 6.6172]",Description not provided. Please update as needed.
MXIM US Equity,float64,9459,5353,"[1.5704, 1.5654, 1.5456]",Description not provided. Please update as needed.
MXS US Equity,float64,732,43,"[7.8512, 7.7285, 7.4831]",Description not provided. Please update as needed.
MYL US Equity,float64,9459,4800,"[6.5408, 6.4412, 6.8397]",Description not provided. Please update as needed.
MZIAQ US Equity,float64,7320,2250,"[168.427, 166.6062, 172.9791]",Description not provided. Please update as needed.
NAE US Equity,float64,1464,176,"[7.5979, 7.708, 7.8181]",Description not provided. Please update as needed.
NAV US Equity,float64,9459,3377,"[21.7432, 20.7435, 20.4936]",Description not provided. Please update as needed.
NAVI US Equity,float64,1932,1146,"[13.9654, 13.8256, 13.8092]",Description not provided. Please update as needed.
NBL US Equity,float64,9459,5608,"[6.2288, 6.075, 5.9981]",Description not provided. Please update as needed.
NBR US Equity,float64,9459,3972,"[4.3191, 4.2083, 4.0976]",Description not provided. Please update as needed.
NC US Equity,float64,9459,5643,"[1.9365, 1.9259, 1.9419]",Description not provided. Please update as needed.
NCC US Equity,float64,5856,2893,"[7.1808, 7.1468, 7.385]",Description not provided. Please update as needed.
NCE US Equity,float64,1501,530,"[35.6563, 34.4089, 34.6168]",Description not provided. Please update as needed.
NCLH US Equity,float64,2387,1251,"[19.0, 24.79, 26.95]",Description not provided. Please update as needed.
NCR US Equity,float64,8268,3574,"[8.6033, 9.5856, 9.288]",Description not provided. Please update as needed.
NDAQ US Equity,float64,6240,3188,"[13.3586, 13.4699, 12.468]",Description not provided. Please update as needed.
NE US Equity,float64,9459,4417,"[3.2093, 3.0426, 3.0009]",Description not provided. Please update as needed.
NEC US Equity,float64,1464,130,"[6.0, 6.375, 6.75]",Description not provided. Please update as needed.
NEE US Equity,float64,9459,5506,"[7.9156, 7.9405, 7.9654]",Description not provided. Please update as needed.
NEM US Equity,float64,9459,5635,"[27.9913, 28.0686, 28.9192]",Description not provided. Please update as needed.
NEU US Equity,float64,9459,4461,"[29.509, 29.713, 29.754]",Description not provided. Please update as needed.
NFB US Equity,float64,5124,2275,"[1.7629, 1.7439, 1.7818]",Description not provided. Please update as needed.
NFLX US Equity,float64,6280,3831,"[1.071, 1.196, 1.21]",Description not provided. Please update as needed.
NFX US Equity,float64,9393,3468,"[4.5313, 4.375, 4.4063]",Description not provided. Please update as needed.
NGH US Equity,float64,2928,870,"[12.1169, 11.814, 11.5111]",Description not provided. Please update as needed.
NGVT US Equity,float64,1186,760,"[23.5, 25.67, 25.5]",Description not provided. Please update as needed.
NI US Equity,float64,9459,4773,"[2.2615, 2.2533, 2.2288]",Description not provided. Please update as needed.
NKE US Equity,float64,9459,5808,"[1.1724, 1.1695, 1.1924]",Description not provided. Please update as needed.
NKTR US Equity,float64,9221,2689,"[3.75, 3.7344, 4.0]",Description not provided. Please update as needed.
NL US Equity,float64,9459,3968,"[1.2498, 1.337, 1.4242]",Description not provided. Please update as needed.
NLSN US Equity,float64,3110,1820,"[19.3513, 21.034, 21.3706]",Description not provided. Please update as needed.
NMK US Equity,float64,3294,457,"[21.533, 21.3198, 21.2132]",Description not provided. Please update as needed.
NOC US Equity,float64,9459,5649,"[8.879, 8.752, 9.069]",Description not provided. Please update as needed.
NOV US Equity,float64,8311,4587,"[3.8907, 4.3982, 4.4949]",Description not provided. Please update as needed.
NOVL US Equity,float64,6588,1229,"[19.0, 19.125, 19.625]",Description not provided. Please update as needed.
NRG US Equity,float64,5721,3112,"[8.6712, 8.7839, 9.1217]",Description not provided. Please update as needed.
NRTLQ US Equity,float64,8418,2827,"[31.6633, 31.3674, 32.5511]",Description not provided. Please update as needed.
NSC US Equity,float64,9459,5628,"[12.3284, 12.2824, 12.3054]",Description not provided. Please update as needed.
NTAP US Equity,float64,8654,4444,"[1.1508, 1.4035, 1.5157]",Description not provided. Please update as needed.
NTRS US Equity,float64,9459,5685,"[6.3899, 6.3106, 6.4296]",Description not provided. Please update as needed.
NUE US Equity,float64,9459,5766,"[6.1942, 6.3787, 6.3962]",Description not provided. Please update as needed.
NVDA US Equity,float64,7497,4222,"[0.9255, 1.5184, 1.6775]",Description not provided. Please update as needed.
NVT US Equity,float64,471,305,"[25.1624, 24.3927, 24.4124]",Description not provided. Please update as needed.
NWL US Equity,float64,9459,5175,"[9.7826, 9.7494, 9.5836]",Description not provided. Please update as needed.
NWS US Equity,float64,2234,889,"[14.7381, 14.6526, 14.9943]",Description not provided. Please update as needed.
NWSA US Equity,float64,2234,1092,"[14.9696, 14.4959, 14.7991]",Description not provided. Please update as needed.
NXTL US Equity,float64,4392,1650,"[19.4375, 18.625, 20.125]",Description not provided. Please update as needed.
NYT US Equity,float64,9459,4598,"[8.077, 8.0336, 7.9902]",Description not provided. Please update as needed.
NYX US Equity,float64,3122,1834,"[52.7269, 62.9575, 59.8883]",Description not provided. Please update as needed.
O US Equity,float64,9053,5186,"[1.6737, 1.8175, 1.8306]",Description not provided. Please update as needed.
OAT US Equity,float64,2928,1318,"[28.0055, 28.2615, 28.1591]",Description not provided. Please update as needed.
ODP US Equity,float64,9459,2842,"[12.7476, 12.3863, 12.696]",Description not provided. Please update as needed.
OI US Equity,float64,9459,2873,"[10.25, 9.75, 9.875]",Description not provided. Please update as needed.
OK US Equity,float64,2928,1161,"[10.4776, 10.5151, 10.5527]",Description not provided. Please update as needed.
OKE US Equity,float64,9459,5249,"[1.6635, 1.635, 1.673]",Description not provided. Please update as needed.
OM US Equity,float64,1830,385,"[17.4405, 17.208, 17.6731]",Description not provided. Please update as needed.
OMC US Equity,float64,9459,5692,"[3.5364, 3.5067, 3.5562]",Description not provided. Please update as needed.
OMX US Equity,float64,7686,3960,"[13.8144, 13.5749, 13.495]",Description not provided. Please update as needed.
ORCL US Equity,float64,9459,4554,"[1.1201, 1.1174, 1.1228]",Description not provided. Please update as needed.
ORLY US Equity,float64,9459,4375,"[2.844, 2.906, 2.938]",Description not provided. Please update as needed.
ORX US Equity,float64,2196,281,"[23.645, 22.2761, 22.1517]",Description not provided. Please update as needed.
OWENQ US Equity,float64,5124,1346,"[39.7875, 40.0272, 40.2669]",Description not provided. Please update as needed.
OXY US Equity,float64,9459,5323,"[4.2828, 4.2045, 4.309]",Description not provided. Please update as needed.
PALM US Equity,float64,3855,1982,"[136.2424, 340.8301, 287.7225]",Description not provided. Please update as needed.
PAS US Equity,float64,6222,2612,"[7.5208, 7.3328, 7.3955]",Description not provided. Please update as needed.
PAYX US Equity,float64,9459,5595,"[1.5519, 1.5149, 1.5395]",Description not provided. Please update as needed.
PBCT US Equity,float64,9459,4823,"[0.4252, 0.419, 0.4127]",Description not provided. Please update as needed.
PBG US Equity,float64,4192,2358,"[10.3539, 9.7631, 9.9038]",Description not provided. Please update as needed.
PBI US Equity,float64,9459,5326,"[6.9346, 6.8485, 6.7193]",Description not provided. Please update as needed.
PCAR US Equity,float64,9459,5702,"[2.1364, 2.1198, 2.0949]",Description not provided. Please update as needed.
PCG US Equity,float64,9459,4925,"[14.6637, 14.549, 14.6515]",Description not provided. Please update as needed.
PCH US Equity,float64,9459,5308,"[8.0793, 8.1029, 7.9851]",Description not provided. Please update as needed.
PCL US Equity,float64,8418,4372,"[5.4798, 5.4451, 5.3871]",Description not provided. Please update as needed.
PCP US Equity,float64,8418,4691,"[3.684, 3.665, 3.626]",Description not provided. Please update as needed.
PD US Equity,float64,5237,2885,"[15.8286, 15.7421, 15.5691]",Description not provided. Please update as needed.
PDCO US Equity,float64,9459,4439,"[2.7835, 2.7603, 2.8067]",Description not provided. Please update as needed.
PDG US Equity,float64,4758,2008,"[16.0731, 15.6327, 16.2933]",Description not provided. Please update as needed.
PEG US Equity,float64,9459,5187,"[5.0377, 5.0199, 5.0556]",Description not provided. Please update as needed.
PEP US Equity,float64,9459,5359,"[10.594, 10.695, 10.728]",Description not provided. Please update as needed.
PET US Equity,float64,1830,507,"[20.7308, 20.5371, 19.9559]",Description not provided. Please update as needed.
PETM US Equity,float64,8052,3698,"[10.4133, 9.3492, 9.8433]",Description not provided. Please update as needed.
PFE US Equity,float64,9459,5542,"[2.5285, 2.4736, 2.4985]",Description not provided. Please update as needed.
PFG US Equity,float64,6492,3981,"[12.8296, 14.5634, 15.3609]",Description not provided. Please update as needed.
PG US Equity,float64,9459,5726,"[6.5544, 6.6387, 6.487]",Description not provided. Please update as needed.
PGL US Equity,float64,5124,2331,"[16.0953, 16.0368, 15.8612]",Description not provided. Please update as needed.
PGR US Equity,float64,9459,5278,"[2.0151, 1.9754, 1.9886]",Description not provided. Please update as needed.
PH US Equity,float64,9459,5755,"[6.3625, 6.3386, 6.3147]",Description not provided. Please update as needed.
PHM US Equity,float64,9459,5107,"[3.7714, 3.6409, 3.7583]",Description not provided. Please update as needed.
PKG US Equity,float64,7126,4096,"[7.2209, 7.2585, 6.8448]",Description not provided. Please update as needed.
PKI US Equity,float64,9459,5218,"[6.6444, 6.6023, 6.5603]",Description not provided. Please update as needed.
PLD US Equity,float64,7924,4590,"[8.4139, 9.2152, 9.1151]",Description not provided. Please update as needed.
PLL US Equity,float64,8727,4464,"[12.5405, 12.9503, 12.6225]",Description not provided. Please update as needed.
PM US Equity,float64,4154,2720,"[31.142, 31.2744, 31.5896]",Description not provided. Please update as needed.
PMCS US Equity,float64,8418,2268,"[1.0, 0.9688, 0.9531]",Description not provided. Please update as needed.
PNC US Equity,float64,9459,5580,"[13.3752, 13.4314, 13.6562]",Description not provided. Please update as needed.
PNR US Equity,float64,9459,5449,"[3.6252, 3.6509, 3.5738]",Description not provided. Please update as needed.
PNW US Equity,float64,9459,5247,"[8.3706, 8.4133, 8.4988]",Description not provided. Please update as needed.
POM US Equity,float64,5169,2828,"[9.8998, 9.9397, 10.2697]",Description not provided. Please update as needed.
PPG US Equity,float64,9459,5394,"[8.772, 8.756, 8.691]",Description not provided. Please update as needed.
PPL US Equity,float64,9459,5042,"[4.2674, 4.2498, 4.2322]",Description not provided. Please update as needed.
PPW US Equity,float64,2562,591,"[14.2325, 14.3215, 14.4105]",Description not provided. Please update as needed.
PRDCQ US Equity,float64,4026,1401,"[31.2592, 31.9037, 32.0111]",Description not provided. Please update as needed.
PRGO US Equity,float64,9459,4495,"[26.6649, 26.7779, 26.4389]",Description not provided. Please update as needed.
PRU US Equity,float64,6441,4099,"[18.8913, 20.1278, 20.3888]",Description not provided. Please update as needed.
PSA US Equity,float64,9459,5186,"[5.047, 5.094, 4.985]",Description not provided. Please update as needed.
PSX US Equity,float64,2667,1762,"[28.5151, 31.0311, 30.6537]",Description not provided. Please update as needed.
PTC US Equity,float64,9459,3380,"[22.5, 22.8906, 23.4375]",Description not provided. Please update as needed.
PTV US Equity,float64,4347,1383,"[12.1875, 13.75, 13.5]",Description not provided. Please update as needed.
PVH US Equity,float64,9459,5201,"[26.7319, 26.415, 27.1546]",Description not provided. Please update as needed.
PVN US Equity,float64,3385,1713,"[9.8814, 10.5401, 10.746]",Description not provided. Please update as needed.
PVT US Equity,float64,2325,822,"[13.2744, 12.9439, 12.8888]",Description not provided. Please update as needed.
PWER US Equity,float64,5835,1652,"[6.0625, 6.0, 6.0417]",Description not provided. Please update as needed.
PWR US Equity,float64,7840,2973,"[7.5, 7.8333, 8.3333]",Description not provided. Please update as needed.
PX US Equity,float64,9459,5307,"[5.116, 4.994, 5.035]",Description not provided. Please update as needed.
PXD US Equity,float64,8028,4561,"[35.333, 35.154, 35.274]",Description not provided. Please update as needed.
PYPL US Equity,float64,1487,901,"[36.71, 36.62, 34.7]",Description not provided. Please update as needed.
QCOM US Equity,float64,9459,5422,"[1.7399, 1.6265, 1.6945]",Description not provided. Please update as needed.
QCP US Equity,float64,706,338,"[19.0, 16.48, 17.0]",Description not provided. Please update as needed.
QEP US Equity,float64,3333,1917,"[34.0536, 33.4534, 33.9453]",Description not provided. Please update as needed.
QLGC US Equity,float64,8244,2728,"[0.4063, 0.4375, 0.4844]",Description not provided. Please update as needed.
QRVO US Equity,float64,1672,990,"[70.4, 67.63, 64.67]",Description not provided. Please update as needed.
QTRN US Equity,float64,3800,1075,"[5.0, 4.9375, 4.8594]",Description not provided. Please update as needed.
R US Equity,float64,9459,5443,"[14.0711, 13.8892, 14.2531]",Description not provided. Please update as needed.
RAD US Equity,float64,9459,2026,"[7.145, 7.3074, 7.2533]",Description not provided. Please update as needed.
RAI US Equity,float64,6691,4165,"[1.337, 1.3421, 1.3473]",Description not provided. Please update as needed.
RAL US Equity,float64,3294,1355,"[7.5778, 7.4375, 7.3673]",Description not provided. Please update as needed.
RATL US Equity,float64,3660,1219,"[2.3438, 2.2969, 2.25]",Description not provided. Please update as needed.
RBD US Equity,float64,2196,692,"[28.9209, 29.1451, 29.033]",Description not provided. Please update as needed.
RBK US Equity,float64,4758,1842,"[23.3249, 23.8009, 24.2306]",Description not provided. Please update as needed.
RCL US Equity,float64,9459,5479,"[8.2391, 8.1546, 8.0701]",Description not provided. Please update as needed.
RDC US Equity,float64,9459,3977,"[8.54, 8.0845, 7.9706]",Description not provided. Please update as needed.
RDPL US Equity,float64,4758,2294,"[16.1562, 16.0168, 16.1961]",Description not provided. Please update as needed.
RE US Equity,float64,8704,5385,"[12.1999, 14.2939, 13.6566]",Description not provided. Please update as needed.
REG US Equity,float64,9407,4983,"[4.7417, 4.7725, 4.6186]",Description not provided. Please update as needed.
REGN US Equity,float64,9459,3981,"[16.75, 16.125, 16.5]",Description not provided. Please update as needed.
REZI US Equity,float64,290,171,"[29.0, 31.0, 30.5]",Description not provided. Please update as needed.
RF US Equity,float64,9459,4258,"[8.5606, 8.4937, 8.6275]",Description not provided. Please update as needed.
RHDCQ US Equity,float64,6222,2526,"[8.283, 8.2661, 8.2322]",Description not provided. Please update as needed.
RHI US Equity,float64,9459,5025,"[1.7715, 1.7309, 1.6903]",Description not provided. Please update as needed.
RHT US Equity,float64,7296,3716,"[7.0, 26.0313, 36.3125]",Description not provided. Please update as needed.
RIG US Equity,float64,9459,5232,"[8.7689, 8.6177, 8.4161]",Description not provided. Please update as needed.
RJF US Equity,float64,9459,5373,"[2.4061, 2.3599, 2.383]",Description not provided. Please update as needed.
RL US Equity,float64,8085,4590,"[27.2583, 28.0154, 26.7174]",Description not provided. Please update as needed.
RMD US Equity,float64,8826,4378,"[0.5952, 0.5676, 0.6229]",Description not provided. Please update as needed.
RML US Equity,float64,4758,2077,"[23.106, 22.9059, 22.5058]",Description not provided. Please update as needed.
RNB US Equity,float64,2562,1049,"[22.8013, 22.5305, 22.9203]",Description not provided. Please update as needed.
ROH US Equity,float64,5856,3275,"[12.1417, 12.0272, 11.6263]",Description not provided. Please update as needed.
ROK US Equity,float64,8277,5101,"[10.149, 10.042, 10.257]",Description not provided. Please update as needed.
ROL US Equity,float64,309,199,"[39.8044, 39.105, 40.0486]",Description not provided. Please update as needed.
ROP US Equity,float64,9459,5562,"[7.4075, 7.263, 7.1842]",Description not provided. Please update as needed.
ROST US Equity,float64,9459,5549,"[0.3421, 0.3327, 0.3359]",Description not provided. Please update as needed.
RRC US Equity,float64,9459,4627,"[5.1346, 5.2879, 5.3646]",Description not provided. Please update as needed.
RRD US Equity,float64,9459,5166,"[16.7965, 16.7293, 16.6621]",Description not provided. Please update as needed.
RSG US Equity,float64,7702,4176,"[11.1993, 11.8992, 11.9867]",Description not provided. Please update as needed.
RSHCQ US Equity,float64,8418,4367,"[6.1795, 6.0633, 6.2259]",Description not provided. Please update as needed.
RTN US Equity,float64,9459,5606,"[17.365, 17.3996, 17.2613]",Description not provided. Please update as needed.
RTN/B US Equity,float64,2928,1317,"[26.8739, 26.9274, 26.7133]",Description not provided. Please update as needed.
RX US Equity,float64,4472,2430,"[22.0532, 22.2099, 23.0461]",Description not provided. Please update as needed.
RYAN US Equity,float64,5124,967,"[5.75, 5.5833, 5.6667]",Description not provided. Please update as needed.
RYC US Equity,float64,2562,975,"[19.4353, 19.2565, 19.5546]",Description not provided. Please update as needed.
SANM US Equity,float64,9459,3460,"[9.0, 8.625, 8.5312]",Description not provided. Please update as needed.
SAPE US Equity,float64,7113,2267,"[2.4409, 3.7195, 3.9519]",Description not provided. Please update as needed.
SBAC US Equity,float64,7352,3833,"[9.0, 8.875, 8.688]",Description not provided. Please update as needed.
SBUX US Equity,float64,9459,4769,"[0.662, 0.6654, 0.679]",Description not provided. Please update as needed.
SCG US Equity,float64,9459,4938,"[8.0112, 8.0308, 8.0504]",Description not provided. Please update as needed.
SCHW US Equity,float64,9459,5491,"[1.253, 1.1911, 1.2292]",Description not provided. Please update as needed.
SCI US Equity,float64,9459,4288,"[8.5842, 8.6294, 8.9456]",Description not provided. Please update as needed.
SDH US Equity,float64,2904,1055,"[8.2821, 7.8043, 8.2423]",Description not provided. Please update as needed.
SEBL US Equity,float64,3733,1649,"[1.9164, 2.0488, 1.932]",Description not provided. Please update as needed.
SEE US Equity,float64,7800,4420,"[25.8926, 26.2849, 25.9907]",Description not provided. Please update as needed.
SGID US Equity,float64,5124,869,"[6.8409, 6.7299, 6.9298]",Description not provided. Please update as needed.
SGP US Equity,float64,6222,3327,"[5.8368, 5.7182, 5.7894]",Description not provided. Please update as needed.
SHOY US Equity,float64,3294,341,"[22.0, 21.375, 21.75]",Description not provided. Please update as needed.
SHW US Equity,float64,9459,5417,"[10.995, 11.076, 11.238]",Description not provided. Please update as needed.
SIAL US Equity,float64,8418,4616,"[9.8789, 9.7781, 9.6521]",Description not provided. Please update as needed.
SIG US Equity,float64,9459,4369,"[6.7895, 7.3553, 5.6579]",Description not provided. Please update as needed.
SII US Equity,float64,6588,2920,"[2.4476, 2.3591, 2.3002]",Description not provided. Please update as needed.
SIVB US Equity,float64,9459,4371,"[2.5, 2.469, 2.531]",Description not provided. Please update as needed.
SJM US Equity,float64,9459,4491,"[14.265, 14.188, 14.11]",Description not provided. Please update as needed.
SKLNQ US Equity,float64,4026,338,"[25.5, 26.0, 25.0]",Description not provided. Please update as needed.
SKY US Equity,float64,9459,4414,"[9.5531, 9.4819, 9.6244]",Description not provided. Please update as needed.
SLB US Equity,float64,9459,5913,"[10.0264, 9.8016, 9.6516]",Description not provided. Please update as needed.
SLG US Equity,float64,8022,4865,"[9.9106, 11.7983, 11.7393]",Description not provided. Please update as needed.
SLM US Equity,float64,9459,4857,"[1.0984, 1.1045, 1.1015]",Description not provided. Please update as needed.
SNA US Equity,float64,9459,5333,"[14.34, 14.121, 14.033]",Description not provided. Please update as needed.
SNDK US Equity,float64,7626,3797,"[4.0523, 6.2599, 6.774]",Description not provided. Please update as needed.
SNI US Equity,float64,3758,2338,"[38.1548, 38.2536, 37.9394]",Description not provided. Please update as needed.
SNPS US Equity,float64,9459,3563,"[12.25, 11.75, 12.5]",Description not provided. Please update as needed.
SNV US Equity,float64,9459,4769,"[10.1988, 9.9975, 10.333]",Description not provided. Please update as needed.
SO US Equity,float64,9459,4988,"[3.8902, 3.9011, 3.9339]",Description not provided. Please update as needed.
SOV US Equity,float64,5856,2583,"[5.2444, 5.0945, 5.0446]",Description not provided. Please update as needed.
SPG US Equity,float64,9361,5148,"[5.942, 5.909, 5.975]",Description not provided. Please update as needed.
SPGI US Equity,float64,9459,5507,"[4.952, 4.853, 4.817]",Description not provided. Please update as needed.
SPLS US Equity,float64,9150,4148,"[1.2958, 1.2642, 1.3274]",Description not provided. Please update as needed.
SPXC US Equity,float64,9459,5226,"[1.5512, 1.5632, 1.5872]",Description not provided. Please update as needed.
SRCL US Equity,float64,8378,4156,"[2.3125, 2.4688, 2.5625]",Description not provided. Please update as needed.
SRE US Equity,float64,7703,4583,"[14.082, 13.712, 13.743]",Description not provided. Please update as needed.
SRR US Equity,float64,5124,1988,"[10.2717, 9.9965, 10.1799]",Description not provided. Please update as needed.
SSP US Equity,float64,9459,4557,"[1.2703, 1.2637, 1.257]",Description not provided. Please update as needed.
STI US Equity,float64,9459,5637,"[11.5834, 11.6531, 12.2463]",Description not provided. Please update as needed.
STJ US Equity,float64,8784,3759,"[4.301, 4.2275, 4.0804]",Description not provided. Please update as needed.
STR US Equity,float64,8784,4317,"[1.6421, 1.5996, 1.6315]",Description not provided. Please update as needed.
STT US Equity,float64,9459,5802,"[6.2354, 6.1908, 6.3022]",Description not provided. Please update as needed.
STX US Equity,float64,6078,3854,"[7.3187, 7.0137, 6.8185]",Description not provided. Please update as needed.
STZ US Equity,float64,9459,3952,"[2.67, 2.58, 2.64]",Description not provided. Please update as needed.
SUNEQ US Equity,float64,8476,2940,"[29.5, 29.375, 29.75]",Description not provided. Please update as needed.
SVU US Equity,float64,9459,4451,"[71.3887, 71.1382, 70.1363]",Description not provided. Please update as needed.
SWK US Equity,float64,9459,5472,"[11.119, 10.956, 10.759]",Description not provided. Please update as needed.
SWKS US Equity,float64,9459,3700,"[1.8543, 1.7754, 1.8937]",Description not provided. Please update as needed.
SWN US Equity,float64,9459,3819,"[2.3463, 2.3328, 2.3056]",Description not provided. Please update as needed.
SWY US Equity,float64,8052,3719,"[3.5075, 3.4844, 3.5305]",Description not provided. Please update as needed.
SXCL US Equity,float64,8784,1936,"[56.55, 58.0125, 59.7188]",Description not provided. Please update as needed.
SYF US Equity,float64,1828,1066,"[21.8857, 21.8667, 21.8191]",Description not provided. Please update as needed.
SYK US Equity,float64,9459,5319,"[3.0454, 2.901, 2.9141]",Description not provided. Please update as needed.
SYMC US Equity,float64,9459,3752,"[1.4136, 1.5146, 1.5033]",Description not provided. Please update as needed.
SYY US Equity,float64,9459,5267,"[3.9659, 3.9836, 4.0544]",Description not provided. Please update as needed.
T US Equity,float64,9459,5355,"[7.4208, 7.4622, 7.4001]",Description not provided. Please update as needed.
TAP US Equity,float64,9459,5262,"[5.831, 6.058, 6.021]",Description not provided. Please update as needed.
TAP/B US Equity,float64,770,337,"[14.1397, 14.7268, 15.6956]",Description not provided. Please update as needed.
TCOMA US Equity,float64,2196,591,"[17.6101, 18.0417, 17.6965]",Description not provided. Please update as needed.
TDC US Equity,float64,4341,2125,"[25.9, 25.7, 25.89]",Description not provided. Please update as needed.
TDG US Equity,float64,4888,3091,"[10.277, 11.794, 11.878]",Description not provided. Please update as needed.
TDM US Equity,float64,1830,130,"[9.875, 9.625, 10.25]",Description not provided. Please update as needed.
TEG US Equity,float64,8052,4096,"[10.5768, 10.4662, 10.3925]",Description not provided. Please update as needed.
TEK US Equity,float64,5490,2680,"[6.8389, 6.657, 6.7298]",Description not provided. Please update as needed.
TEL US Equity,float64,4431,2904,"[30.3054, 30.2664, 28.9793]",Description not provided. Please update as needed.
TEN US Equity,float64,8267,3915,"[20.5657, 20.3962, 20.1137]",Description not provided. Please update as needed.
TER US Equity,float64,9459,3584,"[6.347, 5.9, 6.2576]",Description not provided. Please update as needed.
TEX US Equity,float64,9459,4146,"[3.4525, 3.3334, 3.393]",Description not provided. Please update as needed.
TFCF US Equity,float64,309,102,"[45.26, 45.49, 45.82]",Description not provided. Please update as needed.
TFCFA US Equity,float64,309,107,"[45.67, 45.84, 46.33]",Description not provided. Please update as needed.
TFX US Equity,float64,309,211,"[268.021, 264.295, 265.122]",Description not provided. Please update as needed.
TGNA US Equity,float64,9459,5495,"[6.9747, 6.9575, 6.8541]",Description not provided. Please update as needed.
TGT US Equity,float64,9459,5809,"[3.5817, 3.5346, 3.5615]",Description not provided. Please update as needed.
THC US Equity,float64,9459,3042,"[20.6567, 19.6572, 20.3235]",Description not provided. Please update as needed.
THY US Equity,float64,1830,182,"[11.2344, 10.9848, 10.6103]",Description not provided. Please update as needed.
TIE US Equity,float64,6318,2829,"[5.8937, 5.8365, 5.6935]",Description not provided. Please update as needed.
TIF US Equity,float64,9459,5819,"[2.7248, 2.7019, 2.6905]",Description not provided. Please update as needed.
TIN US Equity,float64,6954,3812,"[6.0928, 6.04, 6.0224]",Description not provided. Please update as needed.
TJX US Equity,float64,9459,5431,"[0.5914, 0.5771, 0.5943]",Description not provided. Please update as needed.
TKR US Equity,float64,9459,5362,"[6.0664, 6.0895, 6.1817]",Description not provided. Please update as needed.
TLAB US Equity,float64,7686,2716,"[1.6435, 1.6223, 1.6047]",Description not provided. Please update as needed.
TMC US Equity,float64,2562,1027,"[19.2076, 19.2854, 18.8188]",Description not provided. Please update as needed.
TMK US Equity,float64,9459,5507,"[7.8729, 7.9425, 8.0993]",Description not provided. Please update as needed.
TMO US Equity,float64,9459,4505,"[15.228, 15.135, 15.104]",Description not provided. Please update as needed.
TMUS US Equity,float64,4488,2279,"[30.2687, 36.0592, 37.5727]",Description not provided. Please update as needed.
TNB US Equity,float64,6954,3372,"[24.3146, 24.267, 24.3622]",Description not provided. Please update as needed.
TOS US Equity,float64,3294,1286,"[7.6228, 7.5853, 7.5477]",Description not provided. Please update as needed.
TOY US Equity,float64,4392,1162,"[34.75, 34.0, 34.5]",Description not provided. Please update as needed.
TPR US Equity,float64,6875,4233,"[1.5767, 2.0017, 1.934]",Description not provided. Please update as needed.
TRB US Equity,float64,5490,2897,"[10.7931, 10.664, 10.6382]",Description not provided. Please update as needed.
TRIP US Equity,float64,2794,1639,"[27.45, 26.55, 27.91]",Description not provided. Please update as needed.
TROW US Equity,float64,9459,5714,"[2.2817, 2.2117, 2.2397]",Description not provided. Please update as needed.
TRV US Equity,float64,9459,5414,"[11.455, 11.518, 11.47]",Description not provided. Please update as needed.
TSCO US Equity,float64,9295,4337,"[1.2999, 1.257, 1.1999]",Description not provided. Please update as needed.
TSN US Equity,float64,9459,4995,"[11.235, 11.17, 11.1051]",Description not provided. Please update as needed.
TSS US Equity,float64,9459,5130,"[3.5973, 3.567, 3.4654]",Description not provided. Please update as needed.
TT US Equity,float64,4976,2034,"[4.4214, 4.3936, 4.3658]",Description not provided. Please update as needed.
TTWO US Equity,float64,8143,3630,"[3.9166, 3.7083, 3.8333]",Description not provided. Please update as needed.
TUP US Equity,float64,8485,5074,"[17.68, 18.101, 17.8905]",Description not provided. Please update as needed.
TWC US Equity,float64,3550,2207,"[45.5238, 44.972, 44.1443]",Description not provided. Please update as needed.
TWTR US Equity,float64,2094,1151,"[26.0, 44.9, 41.65]",Description not provided. Please update as needed.
TWX US Equity,float64,9150,4924,"[0.5594, 0.5713, 0.61]",Description not provided. Please update as needed.
TXN US Equity,float64,9459,5891,"[3.3159, 3.3601, 3.4264]",Description not provided. Please update as needed.
TXT US Equity,float64,9459,5710,"[9.8198, 9.7767, 9.7552]",Description not provided. Please update as needed.
TXU US Equity,float64,5490,2594,"[11.8832, 11.9143, 11.9765]",Description not provided. Please update as needed.
UA US Equity,float64,1226,638,"[41.2075, 40.5819, 41.704]",Description not provided. Please update as needed.
UAA US Equity,float64,5005,2992,"[1.6789, 3.2673, 3.3771]",Description not provided. Please update as needed.
UAL US Equity,float64,4936,2786,"[40.6787, 40.3514, 40.2112]",Description not provided. Please update as needed.
